"V1","V2"
"LRRC59","Nucleus"
"CTSC","Nucleus"
"PPM1H","Nucleus"
"IYD","Nucleus"
"GPR63","Nucleus"
"RPS12","Nucleus"
"SPARC","Nucleus"
"LTF","Nucleus"
"INO80B","Nucleus"
"PRKAG3","Nucleus"
"PPP3R1","Nucleus"
"APOA1","Nucleus"
"FASTKD2","Nucleus"
"TGFB3","Nucleus"
"FLT3","Nucleus"
"RNF11","Nucleus"
"PDE1B","Nucleus"
"TTC21B","Nucleus"
"B9D2","Nucleus"
"ZNF350","Nucleus"
"SLC35C2","Nucleus"
"PTGIS","Nucleus"
"RNF114","Nucleus"
"HIST1H2BG","Nucleus"
"HIST1H3B","Nucleus"
"NECAB3","Nucleus"
"DNASE1","Nucleus"
"SLC35A2","Nucleus"
"ZNF10","Nucleus"
"RPS4Y1","Nucleus"
"CDY2A","Nucleus"
"SLX1A","Nucleus"
"CERS4","Nucleus"
"TRNT1","Nucleus"
"APOE","Nucleus"
"GDF15","Nucleus"
"COX4I1","Nucleus"
"NR0B2","Nucleus"
"NUP210","Nucleus"
"PTPRE","Nucleus"
"H3F3B","Nucleus"
"APCS","Nucleus"
"SORT1","Nucleus"
"NOTCH2","Nucleus"
"PDGFRA","Nucleus"
"HILPDA","Nucleus"
"GDF11","Nucleus"
"FHOD1","Nucleus"
"MRPL44","Nucleus"
"RPL35","Nucleus"
"HIST1H2AB","Nucleus"
"IER3","Nucleus"
"NRM","Nucleus"
"GGH","Nucleus"
"FAM82A2","Nucleus"
"BCL2L10","Nucleus"
"LRPPRC","Nucleus"
"SLC40A1","Nucleus"
"IRAK3","Nucleus"
"TBC1D1","Nucleus"
"CYBA","Nucleus"
"PDGFRB","Nucleus"
"FAT2","Nucleus"
"ITGB3","Nucleus"
"MARS","Nucleus"
"ATP5B","Nucleus"
"CD33","Nucleus"
"VMP1","Nucleus"
"PKD1","Nucleus"
"NLRC5","Nucleus"
"IMPAD1","Nucleus"
"ZNF225","Nucleus"
"DPH1","Nucleus"
"ENSG00000214014","Nucleus"
"HIRA","Nucleus"
"NUCB1","Nucleus"
"EHD2","Nucleus"
"P2RX3","Nucleus"
"NOX4","Nucleus"
"TYR","Nucleus"
"APLP2","Nucleus"
"DDX25","Nucleus"
"MECR","Nucleus"
"NDUFS3","Nucleus"
"TYRO3","Nucleus"
"TNFRSF8","Nucleus"
"MCAM","Nucleus"
"GPC1","Nucleus"
"DGUOK","Nucleus"
"LOXL3","Nucleus"
"ARID4B","Nucleus"
"BCHE","Nucleus"
"SLC30A9","Nucleus"
"AREG","Nucleus"
"FGF10","Nucleus"
"GPN1","Nucleus"
"SDHA","Nucleus"
"GRPEL1","Nucleus"
"SSBP1","Nucleus"
"ABCB6","Nucleus"
"VDAC1","Nucleus"
"ADH4","Nucleus"
"LAMP3","Nucleus"
"ADAP1","Nucleus"
"TMEM115","Nucleus"
"NDUFA9","Nucleus"
"AMIGO2","Nucleus"
"ANP32D","Nucleus"
"NPC1","Nucleus"
"ERBB2","Nucleus"
"MPC2","Nucleus"
"CTSK","Nucleus"
"CXCR7","Nucleus"
"CCBP2","Nucleus"
"ISY1","Nucleus"
"AMT","Nucleus"
"GZMA","Nucleus"
"PIK3R1","Nucleus"
"YIPF5","Nucleus"
"FGF18","Nucleus"
"FGD2","Nucleus"
"ANO7","Nucleus"
"EGFR","Nucleus"
"PLIN2","Nucleus"
"SIGMAR1","Nucleus"
"NOTCH1","Nucleus"
"PGAP2","Nucleus"
"SCGB1A1","Nucleus"
"EI24","Nucleus"
"LDHC","Nucleus"
"TMEM18","Nucleus"
"SLC25A4","Nucleus"
"ZNF385D","Nucleus"
"PDK1","Nucleus"
"GRM1","Nucleus"
"TEKT5","Nucleus"
"HOXA10","Nucleus"
"ABCA6","Nucleus"
"OLA1","Nucleus"
"TCEB1","Nucleus"
"RABGEF1","Nucleus"
"APP","Nucleus"
"CNOT8","Nucleus"
"CSF1R","Nucleus"
"GNAQ","Nucleus"
"PCDH1","Nucleus"
"RPL30","Nucleus"
"KIF6","Nucleus"
"AIFM1","Nucleus"
"LYZL4","Nucleus"
"PIK3CB","Nucleus"
"HIST1H4H","Nucleus"
"C21orf59","Nucleus"
"STC1","Nucleus"
"ATP5O","Nucleus"
"AMFR","Nucleus"
"GSTT2B","Nucleus"
"TRMU","Nucleus"
"PIP","Nucleus"
"AGPAT3","Nucleus"
"NCR1","Nucleus"
"TMEM190","Nucleus"
"AZGP1","Nucleus"
"LTC4S","Nucleus"
"CELF5","Nucleus"
"IZUMO2","Nucleus"
"NCKIPSD","Nucleus"
"PTCHD2","Nucleus"
"PDHA2","Nucleus"
"GABRB1","Nucleus"
"STK36","Nucleus"
"PTPRN","Nucleus"
"ALB","Nucleus"
"PRICKLE2","Nucleus"
"CLEC3B","Nucleus"
"IFT122","Nucleus"
"CLDN19","Nucleus"
"SHISA5","Nucleus"
"ITGA2","Nucleus"
"DAGLB","Nucleus"
"HSPA9","Nucleus"
"ADCY1","Nucleus"
"SUN3","Nucleus"
"GPER","Nucleus"
"PRSS37","Nucleus"
"AQP3","Nucleus"
"SSX7","Nucleus"
"IFI27","Nucleus"
"POLR2M","Nucleus"
"MC4R","Nucleus"
"HSP90B1","Nucleus"
"ANPEP","Nucleus"
"SCNN1G","Nucleus"
"TCP10L","Nucleus"
"PDIA3","Nucleus"
"CRK","Nucleus"
"LIN37","Nucleus"
"KLK1","Nucleus"
"BIRC5","Nucleus"
"GHDC","Nucleus"
"SDHAF2","Nucleus"
"LDHAL6B","Nucleus"
"ATP1A3","Nucleus"
"CLEC7A","Nucleus"
"RPS9","Nucleus"
"CDY1","Nucleus"
"CDY1B","Nucleus"
"TACR3","Nucleus"
"SCN1A","Nucleus"
"UBE2E1","Nucleus"
"RBMY1A1","Nucleus"
"TMEM43","Nucleus"
"ADRB2","Nucleus"
"S1PR1","Nucleus"
"SNRPN","Nucleus"
"ITPR1","Nucleus"
"CERS6","Nucleus"
"ADRA1B","Nucleus"
"BOLA2B","Nucleus"
"RBKS","Nucleus"
"ETV5","Nucleus"
"KRT73","Nucleus"
"EGLN2","Nucleus"
"SDR16C5","Nucleus"
"CMTM8","Nucleus"
"SLC22A18","Nucleus"
"TUT1","Nucleus"
"FOLR1","Nucleus"
"MMP14","Nucleus"
"APITD1","Nucleus"
"DPY19L1","Nucleus"
"RBM4","Nucleus"
"LIME1","Nucleus"
"APOBEC3F","Nucleus"
"NLRP6","Nucleus"
"MRGPRF","Nucleus"
"ISCU","Nucleus"
"B4GALT2","Nucleus"
"CSRP2","Nucleus"
"RPS14","Nucleus"
"AQP1","Nucleus"
"SPEG","Nucleus"
"RBM14","Nucleus"
"MRPL46","Nucleus"
"STAG3L3","Nucleus"
"DAG1","Nucleus"
"ACAD9","Nucleus"
"PDLIM2","Nucleus"
"PRKDC","Nucleus"
"ANKAR","Nucleus"
"LGALS7B","Nucleus"
"NIM1","Nucleus"
"ABCF1","Nucleus"
"FTMT","Nucleus"
"TSPY2","Nucleus"
"KLK3","Nucleus"
"GPR88","Nucleus"
"KLHL11","Nucleus"
"ANGPT2","Nucleus"
"TYMS","Nucleus"
"DPY19L2","Nucleus"
"SYNE4","Nucleus"
"DNASE1L3","Nucleus"
"CYC1","Nucleus"
"FKBP10","Nucleus"
"CPNE1","Nucleus"
"FAM156A","Nucleus"
"TMEM176B","Nucleus"
"RPS15A","Nucleus"
"PINX1","Nucleus"
"SLC25A19","Nucleus"
"NUDC","Nucleus"
"HCLS1","Nucleus"
"GHRHR","Nucleus"
"ENSG00000258947","Nucleus"
"NPEPPS","Nucleus"
"YARS2","Nucleus"
"CALR","Nucleus"
"ATP11B","Nucleus"
"ASB4","Nucleus"
"CTDNEP1","Nucleus"
"HIST1H2BC","Nucleus"
"PTH1R","Nucleus"
"COQ7","Nucleus"
"ARL4D","Nucleus"
"TSPYL5","Nucleus"
"ACPP","Nucleus"
"DYX1C1","Nucleus"
"AHRR","Nucleus"
"CRIPAK","Nucleus"
"HSPA5","Nucleus"
"CHMP4A","Nucleus"
"TMC8","Nucleus"
"PTPMT1","Nucleus"
"TUBA3D","Nucleus"
"PMAIP1","Nucleus"
"PSEN1","Nucleus"
"FKRP","Nucleus"
"CLGN","Nucleus"
"LIMS2","Nucleus"
"ZNF283","Nucleus"
"APOBEC3B","Nucleus"
"RANBP1","Nucleus"
"DRD1","Nucleus"
"WRB","Nucleus"
"INTS5","Nucleus"
"PTTG1IP","Nucleus"
"UTY","Nucleus"
"SLX1B","Nucleus"
"BPY2","Nucleus"
"ST6GALNAC3","Nucleus"
"HIST1H3I","Nucleus"
"TMEM89","Nucleus"
"PSMG1","Nucleus"
"EEF1A1","Nucleus"
"HIST1H2AK","Nucleus"
"SUMO3","Nucleus"
"NDUFB1","Nucleus"
"BOLA2","Nucleus"
"TMEM173","Nucleus"
"ZNF84","Nucleus"
"ACTG1","Nucleus"
"PKP3","Nucleus"
"CALCA","Nucleus"
"EEF1G","Nucleus"
"PMCH","Nucleus"
"PTP4A3","Nucleus"
"PTCH1","Nucleus"
"SLC8A1","Nucleus"
"TREX2","Nucleus"
"MAGEA2B","Nucleus"
"ZNF285","Nucleus"
"SHMT2","Nucleus"
"ZNF26","Nucleus"
"OIT3","Nucleus"
"FMN1","Nucleus"
"MEGF8","Nucleus"
"DEFB106B","Nucleus"
"PNRC2","Nucleus"
"MT1F","Nucleus"
"MT1B","Nucleus"
"ZNF486","Nucleus"
"DEFB106A","Nucleus"
"ZPBP2","Nucleus"
"CHP1","Nucleus"
"SNURF","Nucleus"
"P2RX4","Nucleus"
"STRADA","Nucleus"
"ANG","Nucleus"
"ALDOA","Nucleus"
"LIPA","Nucleus"
"ZNF224","Nucleus"
"ZNF324B","Nucleus"
"MPP7","Nucleus"
"CRISP1","Nucleus"
"UGP2","Nucleus"
"TRIM16","Nucleus"
"ZFP91","Nucleus"
"TP53TG3B","Nucleus"
"BRAT1","Nucleus"
"FGFR3","Nucleus"
"ZNF564","Nucleus"
"UBE2V1","Nucleus"
"C1QTNF1","Nucleus"
"ACACB","Nucleus"
"HNRNPA1L2","Nucleus"
"KLHL6","Nucleus"
"RNF13","Nucleus"
"SERPINB13","Nucleus"
"C15orf48","Nucleus"
"HNRNPA1","Nucleus"
"CS","Nucleus"
"ERBB4","Nucleus"
"PTGES","Nucleus"
"SCXB","Nucleus"
"UBE4B","Nucleus"
"GNAI1","Nucleus"
"HIST1H4D","Nucleus"
"ADRB3","Nucleus"
"DPY19L3","Nucleus"
"GLI4","Nucleus"
"PTGES2","Nucleus"
"SCXA","Nucleus"
"VAPA","Nucleus"
"KCNJ11","Nucleus"
"ATP7A","Nucleus"
"GJB4","Nucleus"
"DMPK","Nucleus"
"GPX4","Nucleus"
"HIST1H4I","Nucleus"
"RNH1","Nucleus"
"DDRGK1","Nucleus"
"ENSG00000169203","Nucleus"
"HIST1H4J","Nucleus"
"HSPB9","Nucleus"
"LEPREL4","Nucleus"
"DHCR7","Nucleus"
"FAS","Nucleus"
"HIST1H4L","Nucleus"
"CDAN1","Nucleus"
"KPNA5","Nucleus"
"HIST1H2BE","Nucleus"
"RSPO1","Nucleus"
"PTGER3","Nucleus"
"CLCC1","Nucleus"
"NELL1","Nucleus"
"CEPT1","Nucleus"
"ZMYM6","Nucleus"
"UBE2D3","Nucleus"
"HIST1H2AL","Nucleus"
"ACTB","Nucleus"
"HIST1H3A","Nucleus"
"HYAL2","Nucleus"
"UNC50","Nucleus"
"MSMB","Nucleus"
"PFN3","Nucleus"
"ANKRD17","Nucleus"
"HIST1H2AI","Nucleus"
"NOL12","Nucleus"
"HIST1H2AG","Nucleus"
"HIST1H3J","Nucleus"
"HIST1H2AM","Nucleus"
"NT5C1B","Nucleus"
"ATP2A3","Nucleus"
"CLN3","Nucleus"
"HIST1H2BF","Nucleus"
"CACNA1A","Nucleus"
"TP53TG3C","Nucleus"
"CUX1","Nucleus"
"HIST1H3E","Nucleus"
"DPP3","Nucleus"
"PPP1R13L","Nucleus"
"C1orf85","Nucleus"
"MFAP3L","Nucleus"
"PTGS1","Nucleus"
"RPL12","Nucleus"
"NOS1AP","Nucleus"
"APOBEC3C","Nucleus"
"SLC26A11","Nucleus"
"OR2C3","Nucleus"
"SCCPDH","Nucleus"
"INTS7","Nucleus"
"SLC30A1","Nucleus"
"MYCT1","Nucleus"
"TIMM17A","Nucleus"
"PTGS2","Nucleus"
"EPM2A","Nucleus"
"ADCY10","Nucleus"
"MGST3","Nucleus"
"ADAMTS4","Nucleus"
"MUC1","Nucleus"
"SLC50A1","Nucleus"
"OAT","Nucleus"
"F8A3","Nucleus"
"FUNDC2","Nucleus"
"F8A2","Nucleus"
"PLXNA3","Nucleus"
"STRIP1","Nucleus"
"GNAI3","Nucleus"
"RTEL1","Nucleus"
"MAGEA2","Nucleus"
"SPANXA2","Nucleus"
"SPANXA1","Nucleus"
"CLCA2","Nucleus"
"PTP4A1","Nucleus"
"GPC4","Nucleus"
"DHCR24","Nucleus"
"FAM209B","Nucleus"
"FAM209A","Nucleus"
"TMEM48","Nucleus"
"LRRC26","Nucleus"
"PTGDS","Nucleus"
"CXorf61","Nucleus"
"TSPAN1","Nucleus"
"PPAPDC3","Nucleus"
"IPO13","Nucleus"
"NXF2B","Nucleus"
"ZMPSTE24","Nucleus"
"TMCO2","Nucleus"
"SEMG2","Nucleus"
"SEMG1","Nucleus"
"HNRNPH2","Nucleus"
"CENPI","Nucleus"
"TNMD","Nucleus"
"DMRTC1","Nucleus"
"RPS4X","Nucleus"
"SPAG4","Nucleus"
"ITPR3","Nucleus"
"PTPN20A","Nucleus"
"FAM21C","Nucleus"
"RPL11","Nucleus"
"EPHB2","Nucleus"
"SLC39A7","Nucleus"
"TMEM38B","Nucleus"
"AOX1","Nucleus"
"SLC44A1","Nucleus"
"NIPSNAP3A","Nucleus"
"LPPR1","Nucleus"
"TAP2","Nucleus"
"TEX10","Nucleus"
"NOTCH4","Nucleus"
"PINK1","Nucleus"
"AGER","Nucleus"
"ZAK","Nucleus"
"HSPA1A","Nucleus"
"HSPA1L","Nucleus"
"FGF14","Nucleus"
"TNFRSF1B","Nucleus"
"NPPA","Nucleus"
"PIP4K2A","Nucleus"
"UBIAD1","Nucleus"
"SSX4B","Nucleus"
"SSX4","Nucleus"
"CST3","Nucleus"
"CST11","Nucleus"
"GPC6","Nucleus"
"SPRY2","Nucleus"
"MAS1L","Nucleus"
"EDNRB","Nucleus"
"CLSTN1","Nucleus"
"FOXD4L4","Nucleus"
"FOXD4L2","Nucleus"
"TMEM8B","Nucleus"
"CMAHP","Nucleus"
"CA9","Nucleus"
"DYNLT3","Nucleus"
"CYBB","Nucleus"
"LGALS7","Nucleus"
"ALKBH6","Nucleus"
"RBM24","Nucleus"
"SIRT5","Nucleus"
"PRDX4","Nucleus"
"PDHA1","Nucleus"
"IL15RA","Nucleus"
"EQTN","Nucleus"
"ATRAID","Nucleus"
"MTAP","Nucleus"
"ALOX5AP","Nucleus"
"ADRA1A","Nucleus"
"SERPINB9","Nucleus"
"SMN1","Nucleus"
"IDH3B","Nucleus"
"PARM1","Nucleus"
"AREGB","Nucleus"
"ITPR2","Nucleus"
"ATP8A2","Nucleus"
"TNK2","Nucleus"
"RSAD2","Nucleus"
"SOD3","Nucleus"
"BPY2C","Nucleus"
"EFHA1","Nucleus"
"CDY2B","Nucleus"
"RBMY1B","Nucleus"
"KRT18","Nucleus"
"H2AFJ","Nucleus"
"KOX20","Nucleus"
"RAN","Nucleus"
"SERPINA3","Nucleus"
"MTPN","Nucleus"
"SFTPB","Nucleus"
"MRPL19","Nucleus"
"RPL23","Nucleus"
"MT1X","Nucleus"
"AIMP1","Nucleus"
"CDC23","Nucleus"
"SLC11A2","Nucleus"
"HERC4","Nucleus"
"RPS29","Nucleus"
"SLC2A14","Nucleus"
"MOCS2","Nucleus"
"TEN1","Nucleus"
"ZNF709","Nucleus"
"NSG1","Nucleus"
"TMEM55B","Nucleus"
"SLC2A11","Nucleus"
"TP53TG3","Nucleus"
"UBE2D2","Nucleus"
"YPEL3","Nucleus"
"CTNND1","Nucleus"
"ENSG00000234719","Nucleus"
"ZSWIM7","Nucleus"
"TUBA3C","Nucleus"
"NCAM2","Nucleus"
"ENSG00000215700","Nucleus"
"HYPK","Nucleus"
"DAZ1","Nucleus"
"GTF2A1L","Nucleus"
"ENSG00000220903","Nucleus"
"APOBEC3G","Nucleus"
"NRXN1","Nucleus"
"RNF43","Nucleus"
"HIST2H3A","Nucleus"
"RAD21L1","Nucleus"
"ENSG00000108825","Nucleus"
"SERF2","Nucleus"
"TMBIM6","Nucleus"
"USP17L12","Nucleus"
"DPY19L4","Nucleus"
"SLC14A1","Nucleus"
"ASB10","Nucleus"
"MT1G","Nucleus"
"ZNF587B","Nucleus"
"HTATIP2","Nucleus"
"RPS18","Nucleus"
"FGFR1","Nucleus"
"TBXA2R","Nucleus"
"KCNK2","Nucleus"
"HPF2","Nucleus"
"ZNF625","Nucleus"
"PPT1","Nucleus"
"ZNF737","Nucleus"
"TSPY3","Nucleus"
"CDK3","Nucleus"
"B3GNT9","Nucleus"
"ZNF234","Nucleus"
"USP17L11","Nucleus"
"DAZ4","Nucleus"
"ERN1","Nucleus"
"ENSG00000237452","Nucleus"
"AARSD1","Nucleus"
"TSPY1","Nucleus"
"TENM1","Nucleus"
"ENSG00000196826","Nucleus"
"KIAA0220L","Nucleus"
"NPIPL1","Nucleus"
"CNEP1R1","Nucleus"
"PNCK","Nucleus"
"FAT1","Nucleus"
"TSPY10","Nucleus"
"CIDEC","Nucleus"
"FAM195B","Nucleus"
"RPP21","Nucleus"
"SFRP4","Nucleus"
"MUSTN1","Nucleus"
"NPIPL2","Nucleus"
"ISY1-RAB43","Nucleus"
"PRR13","Nucleus"
"BIRC8","Nucleus"
"BDNF","Nucleus"
"RPS24","Nucleus"
"C6orf10","Nucleus"
"SEBOX","Nucleus"
"SLC2A1","Nucleus"
"EBP","Nucleus"
"CTNNA2","Nucleus"
"CHCHD10","Nucleus"
"POLR2J2","Nucleus"
"ASB14","Nucleus"
"OG12","Nucleus"
"FSBP","Nucleus"
"FAM156B","Nucleus"
"C5orf20","Nucleus"
"USP17L25","Nucleus"
"USP17L21","Nucleus"
"PDGFC","Nucleus"
"TMEM33","Nucleus"
"USP17L17","Nucleus"
"USP17L22","Nucleus"
"USP17L18","Nucleus"
"USP17L23","Nucleus"
"PTTG2","Nucleus"
"USP17L24","Nucleus"
"RBM14-RBM4","Nucleus"
"USP17L19","Nucleus"
"APBB2","Nucleus"
"USP17L20","Nucleus"
"FOXR2","Nucleus"
"CEBPA","Nucleus"
"NACA2","Nucleus"
"PYDC2","Nucleus"
"UTP14C","Nucleus"
"VDAC3","Nucleus"
"LYN","Nucleus"
"ZNF753","Nucleus"
"HMGB4","Nucleus"
"TRNP1","Nucleus"
"ZNF829","Nucleus"
"ZNF260","Nucleus"
"ETV3L","Nucleus"
"LOC613037","Nucleus"
"EIF5AL1","Nucleus"
"LOC728888","Nucleus"
"EID1","Nucleus"
"ZNF345","Nucleus"
"PCDHA2","Nucleus"
"LOC728741","Nucleus"
"ENSG00000254852","Nucleus"
"CHMP1B","Nucleus"
"PBOV1","Nucleus"
"KIAA1456","Nucleus"
"MEX3A","Nucleus"
"LTB4R2","Nucleus"
"MAGEL2","Nucleus"
"ENSG00000183793","Nucleus"
"SPRN","Nucleus"
"ADIG","Nucleus"
"LOC728734","Nucleus"
"ENSG00000254469","Nucleus"
"ENSG00000214940","Nucleus"
"EID3","Nucleus"
"RPS13","Nucleus"
"OMP","Nucleus"
"NUCB2","Nucleus"
"ENSG00000255154","Nucleus"
"DUX4L4","Nucleus"
"HIST1H3C","Nucleus"
"HIST1H3G","Nucleus"
"ATP2A2","Nucleus"
"MARVELD1","Nucleus"
"SALL3","Nucleus"
"PHB2","Nucleus"
"SESN3","Nucleus"
"Fbl22","Nucleus"
"P2RX7","Nucleus"
"TRAPPC2P1","Nucleus"
"STH","Nucleus"
"HIST1H3F","Nucleus"
"DND1","Nucleus"
"SLC39A11","Nucleus"
"ZBED6","Nucleus"
"ZNF878","Nucleus"
"ZNF727","Nucleus"
"C17orf49","Nucleus"
"PPAN","Nucleus"
"CARK","Nucleus"
"SLIRP","Nucleus"
"NKX1-2","Nucleus"
"H326","Nucleus"
"SOHLH2","Nucleus"
"DUX4L5","Nucleus"
"DUXA","Nucleus"
"C9orf69","Nucleus"
"ENSG00000205456","Nucleus"
"TMEM170A","Nucleus"
"ENSG00000258677","Nucleus"
"KIAA0391","Nucleus"
"NUPR1L","Nucleus"
"TCF24","Nucleus"
"ATP6C","Nucleus"
"HC3","Nucleus"
"HSPB2","Nucleus"
"ZNF865","Nucleus"
"ZNF286","Nucleus"
"ZNF578","Nucleus"
"OVCA2","Nucleus"
"ENSG00000263203","Nucleus"
"ZNF286B","Nucleus"
"RPL17","Nucleus"
"ZFP92","Nucleus"
"FOXD1","Nucleus"
"OAZ2","Nucleus"
"CDK11B","Nucleus"
"VHLL","Nucleus"
"POU5F2","Nucleus"
"ZNF850","Nucleus"
"ENSG00000267618","Nucleus"
"ENSG00000267022","Nucleus"
"ENSG00000267140","Nucleus"
"ENSG00000267179","Nucleus"
"RPS15","Nucleus"
"TCEB3CL2","Nucleus"
"ZNF253","Nucleus"
"ASCL5","Nucleus"
"RPS19","Nucleus"
"ZSCAN5D","Nucleus"
"CKS1","Nucleus"
"P85B","Nucleus"
"SPIB","Nucleus"
"ARF5","Cytosol"
"FKBP4","Cytosol"
"NDUFAF7","Cytosol"
"CYP51A1","Cytosol"
"USP28","Cytosol"
"HSPB6","Cytosol"
"PDK4","Cytosol"
"USH1C","Cytosol"
"RALA","Cytosol"
"BAIAP2L1","Cytosol"
"DVL2","Cytosol"
"RPAP3","Cytosol"
"IFRD1","Cytosol"
"SKAP2","Cytosol"
"COPZ2","Cytosol"
"TRAPPC6A","Cytosol"
"WDR54","Cytosol"
"SPATA20","Cytosol"
"CEACAM7","Cytosol"
"RPUSD1","Cytosol"
"TSR3","Cytosol"
"OSBPL7","Cytosol"
"NDUFAB1","Cytosol"
"YBX2","Cytosol"
"KRT33A","Cytosol"
"LRRC23","Cytosol"
"TFAP2D","Cytosol"
"CRY1","Cytosol"
"PGLYRP1","Cytosol"
"STARD3NL","Cytosol"
"CAMK1G","Cytosol"
"CD74","Cytosol"
"DYRK4","Cytosol"
"FAM76A","Cytosol"
"MGST1","Cytosol"
"RANBP9","Cytosol"
"PLEKHG6","Cytosol"
"SS18L2","Cytosol"
"QPCTL","Cytosol"
"PPP5C","Cytosol"
"NME1","Cytosol"
"UBR7","Cytosol"
"MAP4K5","Cytosol"
"INMT","Cytosol"
"ERCC1","Cytosol"
"HEBP1","Cytosol"
"COX15","Cytosol"
"RALBP1","Cytosol"
"PSD","Cytosol"
"SYT13","Cytosol"
"SNAI2","Cytosol"
"GABRA1","Cytosol"
"RTFDC1","Cytosol"
"RB1CC1","Cytosol"
"AKAP11","Cytosol"
"CDH17","Cytosol"
"B4GALT7","Cytosol"
"FAM13B","Cytosol"
"LRRC7","Cytosol"
"GABARAPL2","Cytosol"
"FAM136A","Cytosol"
"OTC","Cytosol"
"TTC17","Cytosol"
"MRI1","Cytosol"
"BOD1L1","Cytosol"
"TARBP1","Cytosol"
"BEST2","Cytosol"
"RTN4R","Cytosol"
"PSMA4","Cytosol"
"FAM65C","Cytosol"
"ZPBP","Cytosol"
"LCP2","Cytosol"
"TNFRSF17","Cytosol"
"MRPS10","Cytosol"
"GUCA1A","Cytosol"
"THAP3","Cytosol"
"VAMP3","Cytosol"
"UTS2","Cytosol"
"RFC2","Cytosol"
"PPP1R3F","Cytosol"
"KIAA2022","Cytosol"
"ARHGEF5","Cytosol"
"TNIP3","Cytosol"
"HEBP2","Cytosol"
"TLL1","Cytosol"
"PKP2","Cytosol"
"FHL1","Cytosol"
"INPP4A","Cytosol"
"STYK1","Cytosol"
"GNA11","Cytosol"
"HDAC7","Cytosol"
"APPBP2","Cytosol"
"ISOC2","Cytosol"
"ZFY","Cytosol"
"TRIB2","Cytosol"
"OTUD5","Cytosol"
"GPKOW","Cytosol"
"AQR","Cytosol"
"ST6GALNAC1","Cytosol"
"MBD3","Cytosol"
"LMCD1","Cytosol"
"PSMC4","Cytosol"
"FNDC8","Cytosol"
"CAMKK1","Cytosol"
"ACAP1","Cytosol"
"KDM4B","Cytosol"
"CTTNBP2","Cytosol"
"ACTL6B","Cytosol"
"CIC","Cytosol"
"KIF22","Cytosol"
"PRSS22","Cytosol"
"YTHDC2","Cytosol"
"MEF2B","Cytosol"
"GOLGA5","Cytosol"
"PPP2R5B","Cytosol"
"PYGM","Cytosol"
"BCL3","Cytosol"
"PIGB","Cytosol"
"PDZD4","Cytosol"
"EPHA8","Cytosol"
"TRIP13","Cytosol"
"VASH1","Cytosol"
"KRT14","Cytosol"
"KRT20","Cytosol"
"SPP2","Cytosol"
"HSD17B10","Cytosol"
"NMRK2","Cytosol"
"TIMM21","Cytosol"
"REXO1","Cytosol"
"MKRN2","Cytosol"
"GPATCH1","Cytosol"
"KEAP1","Cytosol"
"RDH8","Cytosol"
"TNS1","Cytosol"
"ISOC1","Cytosol"
"TRO","Cytosol"
"MNT","Cytosol"
"AP3M2","Cytosol"
"ASNS","Cytosol"
"PTPN18","Cytosol"
"STK10","Cytosol"
"ALPK1","Cytosol"
"TBX21","Cytosol"
"MAP2K5","Cytosol"
"C12orf5","Cytosol"
"FGF20","Cytosol"
"MTMR7","Cytosol"
"CDK13","Cytosol"
"CRYBG3","Cytosol"
"FAR2","Cytosol"
"ROPN1","Cytosol"
"NDUFB4","Cytosol"
"HEATR6","Cytosol"
"CLIC5","Cytosol"
"TMEM131","Cytosol"
"ARPP21","Cytosol"
"ACTR6","Cytosol"
"DMRT3","Cytosol"
"WISP2","Cytosol"
"UHRF1BP1","Cytosol"
"OSTM1","Cytosol"
"KIAA0141","Cytosol"
"HSPB11","Cytosol"
"STRADB","Cytosol"
"C4orf6","Cytosol"
"DOPEY1","Cytosol"
"OXCT1","Cytosol"
"ZNF416","Cytosol"
"ZNF8","Cytosol"
"RPS5","Cytosol"
"CPNE3","Cytosol"
"RRN3","Cytosol"
"DIMT1","Cytosol"
"EIF2AK1","Cytosol"
"NME8","Cytosol"
"MRPL28","Cytosol"
"HBQ1","Cytosol"
"CEACAM6","Cytosol"
"RBM22","Cytosol"
"ZW10","Cytosol"
"ITGB4","Cytosol"
"PPP1R15A","Cytosol"
"TRIP6","Cytosol"
"ADAM11","Cytosol"
"MT3","Cytosol"
"TFAP2C","Cytosol"
"SULT2B1","Cytosol"
"EPS8L1","Cytosol"
"REM1","Cytosol"
"PDRG1","Cytosol"
"PPP1R13B","Cytosol"
"TGM6","Cytosol"
"RALGAPA2","Cytosol"
"RPL6","Cytosol"
"MAPKAPK5","Cytosol"
"ESF1","Cytosol"
"SIRT4","Cytosol"
"TRMT6","Cytosol"
"UQCRC1","Cytosol"
"GMIP","Cytosol"
"LAG3","Cytosol"
"MLF2","Cytosol"
"OTUB2","Cytosol"
"PDCD7","Cytosol"
"SPG21","Cytosol"
"THPO","Cytosol"
"GOLGA3","Cytosol"
"DLL3","Cytosol"
"NAT14","Cytosol"
"AASDH","Cytosol"
"LAMB4","Cytosol"
"DLD","Cytosol"
"MYO15A","Cytosol"
"SPAG7","Cytosol"
"RGS17","Cytosol"
"HAUS4","Cytosol"
"CEBPE","Cytosol"
"OSGEP","Cytosol"
"G2E3","Cytosol"
"TGM1","Cytosol"
"TBX15","Cytosol"
"MYL6B","Cytosol"
"TEKT2","Cytosol"
"UNC13D","Cytosol"
"XYLB","Cytosol"
"ADH1A","Cytosol"
"KRT23","Cytosol"
"AAAS","Cytosol"
